service;origin;destiny;color_id;stopsI;stopsR;scheduleI;scheduleR
F15;Bajos De Mena;(M) Elisa Correa;3;PF467-PF863-PF532-PF533-PF534-PF892-PF891-PF1015-PF1020-PF1019-PF899-PF240-PF241-PF242-PF243-PF244-PF245-PF631-PF774-PF632-PF633-PF990-PF987-PF857-PF861-PF859-PF855-PF844-PF638-PF639-PF838-PF640-PF641-PF743-PF642-PF643-PF755-PF96-PF97-PF98-PF99-PF100-PF101-PF102-PF103-PF748-PF824-PF770-PF446;PF446-PF447-PF923-PF448-PF486-PF1006-PF1007-PF444-PF445-PF168-PF758-PF125-PF79-PF80-PF81-PF82-PF83-PF84-PF460-PF86-PF779-PF645-PF646-PF647-PF648-PF649-PF650-PF651-PF841-PF842-PF854-PF858-PF860-PF986-PF992-PF991-PF660-PF661-PF662-PF663-PF223-PF224-PF225-PF226-PF227-PF577-PF1018-PF1014-PF888-PF889-PF893-PF579-PF580-PF581-PF494;Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30/Lunes a Viernes-05:02-00:28;Lunes a Viernes-05:40-00:50/Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30
F16;Villa Padre Hurtado;Rivera Rio Maipo;3;PF965-PF966-PF379-PF380-PF322-PF323-PF871-PF324-PF675-PF676-PF941-PF678-PF679-PF384-PF680-PF681-PF84-PF460-PF86-PF87-PF88-PF89-PF90-PF218-PF219-PF220-PF783-PF786-PF792-PF785-PF793-PF791-PF900-PF254-PF255-PF256-PF257;PF257-PF897-PF258-PF259-PF260-PF261-PF262-PF788-PF823-PF782-PF789-PF784-PF790-PF787-PF221-PF247-PF248-PF249-PF250-PF94-PF95-PF96-PF97-PF424-PF425-PF426-PF812-PF865-PF867-PF684-PF685-PF901-PF902-PF943-PF689-PF763-PF690-PF872-PF354-PF355-PF356-PF377-PF948-PF965;Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30/Domingo y Festivos-05:30-00:30;Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30
F18;Villa ChiloÃ©;(M) Plaza Puente Alto;3;PF467-PF620-PF621-PF710-PF1108-PF1110-PF713-PF714-PF715-PF834-PF599-PF116-PF117-PF1121-PF234-PF235-PF236-PF237-PF238-PF239-PF240-PF241-PF242-PF243-PF989-PF664-PF808-PF717-PF718-PF719-PF720-PF721-PF722-PF723-PF724-PF725;PF512-PF214-PF175-PF775-PF726-PF727-PF728-PF729-PF894-PF730-PF731-PF732-PF733-PF734-PF735-PF629-PF1107-PF576-PF225-PF226-PF227-PF228-PF229-PF230-PF231-PF232-PF233-PG184-PG185-PF832-PF831-PF588-PF737-PF738-PF739-PF1109-PF672-PF742-PF673-PF674-PF494;Domingo y Festivos-05:30-00:30/Lunes a Viernes-04:50-00:32/Sábado-05:30-00:30;Lunes a Viernes-05:30-00:56/Sábado-05:30-00:30/Domingo y Festivos-05:30-00:30
F19;Pie Andino;Mall Plaza Tobalaba;3;PF152-PF339-PF418-PF419-PF420-PF811-PF810-PF97-PF424-PF425-PF426-PF427-PF428-PF429-PF430-PF342-PF343-PF344-PF345-PF431-PF925-PF926-PF283-PF284-PF285-PF286-PF5-PF829-PF6-PF287-PF288-PF289-PF290-PF291-PF945;PF3-PF4-PF293-PF294-PF295-PF296-PF297-PF610-PF804-PF611-PF331-PF332-PF333-PF334-PF335-PF17-PF18-PF458-PF459-PF369-PF370-PF460-PF462-PF463-PF464-PF465-PF49-PF916-PF50-PF880-PF879;Lunes a Viernes-05:36-00:30/Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30;Lunes a Viernes-05:32-00:30/Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30
F20;(M) La Cisterna;Pie Andino;3;PG204-PG9-PG10-PG11-PG12-PG13-PG14-PG15-PG1235-PG1236-PG1237-PG1238-PG635-PG636-PG1239-PG1240-PG302-PG303-PG304-PG305-PG163-PG164-PG165-PG166-PG167-PG168-PG169-PG1700-PG255-PG256-PG224-PG590-PG591-PG592-PG1656-PG124-PG125-PG126-PG127-PG128-PF70-PF71-PF72-PF852-PF73-PF74-PF75-PF76-PF77-PF78-PF272-PF170-PF171-PF273-PF402-PF26-PF40-PF41-PF42-PF43-PF44-PF392-PF393-PF976-PF975-PF959-PF954-PF957-PF927-PF928-PF880-PF879;PF152-PF339-PF50-PF16-PF958-PF955-PF956-PF1042-PF972-PF973-PF974-PF365-PF366-PF21-PF22-PF23-PF24-PF25-PF413-PF350-PF167-PF310-PF311-PF105-PF106-PF853-PF107-PF108-PF109-PF110-PF111-PF112-PF113-PG129-PG130-PG131-PG132-PG1590-PG593-PG614-PG223-PG615-PG616-PG1279-PG144-PG145-PG146-PG147-PG148-PG149-PG307-PG308-PG309-PG310-PG311-PG1267-PG1268-PG1269-PG1270-PG1271-PG1272-PG1273-PG1274-PG54-PG55-PG56-PG57-PG58-PG60-PG1573;Domingo y Festivos-06:30-00:30/Sábado-05:30-00:30/Lunes a Viernes-05:40-00:56;Domingo y Festivos-06:30-00:30/Lunes a Viernes-05:38-00:32/Sábado-05:30-00:30
F23;Villa Padre Hurtado;Mall Plaza Tobalaba;3;PF965-PF966-PF379-PF380-PF399-PF914-PF608-PF72-PF852-PF73-PF74-PF75-PF76-PF77-PF78-PF272-PF170-PF171-PF273-PF402-PF26-PF27-PF28-PF29-PF30-PF31-PF32-PF287-PF288-PF289-PF290-PF291-PF945;PF4-PF33-PF34-PF35-PF36-PF37-PF38-PF39-PF413-PF350-PF167-PF310-PF311-PF760-PF106-PF853-PF107-PF108-PF109-PF110-PF616-PF617-PF416-PF417-PF377-PF948-PF965;Domingo y Festivos-06:30-23:31/Sábado-06:30-23:47/Lunes a Viernes-05:00-23:49;Lunes a Viernes-05:00-23:47/Domingo y Festivos-06:30-23:31/Sábado-06:30-23:46
F24;Casas Viejas;(M) Elisa Correa;3;PF988-PF994-PF993-PF996-PF197-PF198-PF199-PF692-PF525-PF526-PF694-PF695-PF696-PF697-PF698-PF5-PF829-PF6-PF34-PF35-PF36-PF37-PF38-PF39-PF413-PF350-PF167-PF310-PF770-PF446;PF446-PF447-PF923-PF448-PF485-PF486-PF487-PF488-PF27-PF28-PF29-PF30-PF31-PF32-PF293-PF702-PF703-PF704-PF705-PF706-PF500-PF501-PF707-PF189-PF190-PF191-PF995-PF998-PF997-PF194;;Lunes a Viernes-05:30-23:31/Sábado-05:30-23:32/Domingo y Festivos-05:30-23:30/Lunes a Viernes-05:30-23:30/Sábado-05:30-23:31/Domingo y Festivos-05:30-23:30
F25;Bajos De Mena;(M) Bellavista De La Florida;3;PF467-PF620-PF621-PF848-PF864-PF590-PF591-PF533-PF534-PF535-PF899-PF240-PF241-PF242-PF243-PF244-PF245-PF246-PF802-PF801-PF800-PF642-PF643-PF755-PF96-PF97-PF424-PF425-PF426-PF427-PF428-PF19-PF20-PF21-PF22-PF23-PF24-PF25-PF475-PF476-PF477-PF478-PF479-PF1029-PF936-PE1356-PE344-PE563-PE285-PE286-PE876-PE877-PE349-PE350-PE567-PE568-PE569-PE1369-PE1368-PE1274-PE149-PE150-PE151-PE1441-PE1282;PE1282-PE494-PE1381-PE1393-PE1394-PE1382-PE784-PE596-PE1278-PE597-PE1374-PE1283-PE1279-PE588-PE589-PE1316-PE307-PE308-PE592-PE1272-PE336-PF934-PF935-PF485-PF486-PF487-PF488-PF40-PF41-PF42-PF43-PF44-PF45-PF46-PF47-PF458-PF459-PF369-PF370-PF460-PF86-PF779-PF645-PF646-PF647-PF798-PF881-PF799-PF882-PF663-PF223-PF224-PF225-PF226-PF227-PF577-PF578-PF579-PF580-PF596-PF597-PF849-PF672-PF673-PF674-PF494;Domingo y Festivos-05:30-00:30/Lunes a Viernes-05:10-23:48/Sábado-05:30-00:30;Sábado-06:00-00:30/Domingo y Festivos-06:30-00:30/Lunes a Viernes-05:40-23:49
F25e;Bajos De Mena;(M) Bellavista De La Florida;3;PF467-PF620-PF621-PF848-PF864-PF590-PF591-PF533-PF534-PF535-PF899-PF240-PF241-PF242-PF243-PF244-PF245-PF631-PF774-PF632-PF633-PF990-PF1030-PE193-PE1282;PE1282-PF225-PF226-PF577;Lunes a Viernes-05:34-09:24/Lunes a Viernes-17:30-21:21;Lunes a Viernes-17:38-21:26/Lunes a Viernes-05:34-09:24
F26;Villa Padre Hurtado;San Carlos Oriente;3;PF1136-PF379-PF380-PF322-PF323-PF60-PF1040-PF1037-PF1003-PF1004-PF1035-PF1001-PF1002-PF424-PF425-PF426-PF427-PF428-PF429-PF430-PF958-PF1016-PF1033-PF1034;PF1041-PF1021-PF1031-PF1017-PF957-PF17-PF18-PF458-PF459-PF369-PF370-PF85-PF999-PF1000-PF1032-PF1005-PF943-PF1036-PF62-PF355-PF356-PF377-PF948-PF965-PF1138-PF1137;Lunes a Viernes-05:30-09:23/Lunes a Viernes-17:30-21:21;Lunes a Viernes-05:30-09:12/Lunes a Viernes-17:30-21:19
F27;Villa Padre Hurtado;Villa Portezuelo Oriente;3;PF965-PF966-PF379-PF380-PF399-PF914-PF400-PF843-PF64-PF73-PF74-PF75-PF76-PF77-PF78-PF272-PF170-PF171-PF273-PF402-PF26-PF27-PF28-PF29-PF30-PF31-PF32-PF1066-PF1067-PF1096;PF1099-PF1097-PF1095-PF4-PF33-PF34-PF35-PF36-PF37-PF38-PF39-PF413-PF350-PF167-PF310-PF311-PF760-PF106-PF853-PF107-PF108-PF109-PF110-PF111-PF616-PF617-PF416-PF417-PF377-PF948-PF965;Lunes a Viernes-06:20-09:11/Lunes a Viernes-17:30-21:19;Lunes a Viernes-06:30-09:18/Lunes a Viernes-17:30-21:30
F28N;La Primavera;Diego Portales;3;PF965-PF966-PF379-PF380-PF399-PF914-PF608-PF1011-PF317-PF164-PF165-PE211-PE212-PE213-PE214-PE215-PE216-PE749-PE750-PE751-PE752-PE321-PE322-PE323-PE324-PE325-PE326-PE327-PE328-PE329-PE149-PE150-PE151-PE1441-PE184-PE1484-PE494-PE1381-PE1393-PE1394-PE1382-PE596-PE1278-PE597-PE1374-PE1283-PE1279-PE588-PE589-PE590-PE591-PE592-PE1272-PE336-PE598-PE599-PE887-PE850-PE851-PF446-PF447-PF923-PF448-PF449-PF450-PF480-PF291-PF3-PF7-PF8-PF9-PF10-PF969-PF405-PF406-PF407;PF408-PF409-PF410-PF411-PF412-PF968-PF1-PF2-PF482-PF483-PF484-PF439-PF440-PF441-PF593-PF594-PF764-PE854-PE888-PE642-PE643-PE644-PE344-PE563-PE564-PE565-PE566-PE349-PE350-PE567-PE568-PE569-PE576-PE577-PE578-PE521-PE522-PE1296-PE160-PE524-PE525-PE526-PE1275-PE1273-PE1345-PE353-PE354-PE355-PE356-PE357-PE358-PE197-PE198-PE199-PE867-PE767-PE768-PE1400-PE207-PG275-PE632-PG277-PE1330-PE209-PE210-PF1013-PF1012-PF137-PF1011-PF616-PF617-PF416-PF417-PF377-PF948;Domingo y Festivos-01:00-04:56/Sábado-01:00-04:56/Lunes a Viernes-01:00-04:56;Domingo y Festivos-01:00-04:56/Lunes a Viernes-01:00-04:56/Sábado-01:00-04:56
F29;Pie Andino;Casas Viejas;3;PF152-PF339-PF50-PF16-PF17-PF18-PF458-PF459-PF369-PF370-PF460-PF761-PF837-PF915-PF650-PF651-PF841-PF842-PF845-PF632-PF633-PF990-PF1030-PF243-PF244-PF245-PF246-PF802-PF801-PF800-PF642-PF643-PF755-PF176-PF89-PF93-PF177-PF919-PF178-PF179-PF876-PF878-PF981-PF520-PF521-PF522-PF523-PF184-PF185-PF186-PF187-PF188-PF189-PF190-PF191-PF192-PF985-PF997-PF194;PF195-PF196-PF197-PF198-PF199-PF200-PF201-PF202-PF203-PF204-PF691-PF502-PF503-PF504-PF505-PF977-PF978-PF209-PF210-PF1009-PF960-PF645-PF646-PF647-PF798-PF881-PF799-PF882-PF223-PF224-PF992-PF773-PF859-PF855-PF844-PF638-PF639-PF838-PF640-PF641-PF743-PF800-PF643-PF755-PF96-PF97-PF424-PF425-PF426-PF427-PF428-PF429-PF430-PF927-PF928-PF880-PF879;;
F30N;Bajos De Mena;La Moneda;3;PF467-PF582-PF583-PF584-PG1655-PF114-PF587-PF831-PF588-PF589-PF864-PF590-PF591-PF533-PF534-PF535-PF899-PF240-PF241-PF242-PF243-PF989-PF664-PF808-PF809-PF665-PF563-PF549-PF550-PF551-PF552-PF553-PF554-PF555-PF556-PF262-PF264-PF92-PF93-PF512-PF213-PF214-PF175-PF96-PF97-PF98-PF99-PF100-PF101-PF102-PF103-PF104-PF759-PF127-PF128-PF129-PF130-PE140-PE141-PE142-PE143-PE144-PE145-PE146-PE147-PE148-PE149-PE150-PE151-PE152-PE1490-PE155-PE156-PE157-PE1498-PD193-PD194-PD195-PD196-PD197-PD198-PD200-PD201-PD1608-PD202-PD203-PD204-PD205-PD206-PD1607-PD209-PC82-PC84-PC86-PA42-PA182-PA183-PA184;PA215-PA167-PA168-PA169-PA170-PA171-PA172-PA174-PA176-PA177-PA823-PA179-PA181-PH207-PH208-PH209-PH210-PD1612-PH212-PH213-PH214-PH215-PH216-PH217-PE121-PE122-PE123-PE125-PE1492-PE126-PE127-PE128-PE129-PE130-PE131-PE132-PE133-PE134-PE135-PE136-PE137-PE138-PF169-PF122-PF123-PF758-PF125-PF79-PF80-PF81-PF83-PF84-PF85-PF86-PF87-PF88-PF89-PF252-PF253-PF254-PF255-PF557-PF558-PF559-PF560-PF561-PF562-PF626-PF627-PF628-PF629-PF576-PF225-PF226-PF227-PF577-PF578-PF579-PF580-PF596-PF597-PF598-PF833-PF834-PF599-PG187-PG188-PF600-PF601-PF602-PF603-PF604-PF494;Sábado-01:00-05:00/Lunes a Viernes-01:00-05:00/Domingo y Festivos-01:00-05:00;Domingo y Festivos-01:00-05:00/Lunes a Viernes-01:00-05:00/Sábado-01:00-05:00
G01;Villa 4 De Septiembre;Santo TomÃ¡s;5;PG644-PG645-PG646-PG1671-PG647-PG648-PG649-PG650-PG651-PG652-PG653-PG654-PG655-PG656-PG657-PG658-PG659-PG660-PG661-PG662-PG663-PG664-PG475-PG476-PG477-PG478-PG479-PG93-PG94-PG95-PE1294-PG97-PG1611-PG825-PG826-PG827-PG1249-PG1686-PG1687-PG830-PG1717-PG832-PE1415-PE1330-PE1269-PE1267;PE708-PE709-PG1251-PG833-PG1252-PG1253-PG1685-PG1610-PG1256-PE833-PE834-PG1777-PE63-PE71-PE112-PE113-PE114-PE66-PE67-PE1277-PG480-PG481-PG482-PG483-PG484-PG665-PG666-PG667-PG668-PG669-PG1591-PG670-PG671-PG672-PG673-PG674-PG675-PG676-PG677-PG678-PG679-PG416-PG680-PG681-PG682-PG683-PG684-PG685-PG686-PG687-PG688-PG689;;Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30/Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30/Lunes a Viernes-05:30-00:30/Domingo y Festivos-05:30-00:30
G01c;Villa 4 De Septiembre;Santa Rosa P. 21;5;PG644-PG645-PG646-PG1671-PG647-PG648-PG649-PG650-PG651-PG652-PG653-PG654-PG655-PG656-PG657-PG658-PG659-PG660-PG661-PG662-PG663-PG664-PG475-PG476-PG477-PG478-PG479-PE676;PE1277-PG480-PG481-PG482-PG483-PG484-PG665-PG666-PG667-PG668-PG669-PG1591-PG670-PG671-PG672-PG673-PG674-PG675-PG676-PG677-PG678-PG679-PG416-PG680-PG681-PG682-PG683-PG684-PG685-PG686-PG687-PG688-PG689;Lunes a Viernes-17:30-20:18/Lunes a Viernes-06:30-08:18;Lunes a Viernes-17:30-20:18/Lunes a Viernes-06:30-08:18
G02;Plaza San Bernardo;Puente Los Morros;5;PG1733-PG77-PG78-PG30-PG31-PG32-PG690-PG691-PG692-PG693-PG261-PG694-PG695-PG1718-PG697-PG698-PG699-PG700-PG1763-PG1745-PG702-PG703-PG1605-PG1702-PG1607-PG1615-PG1574-PG1629-PG1752-PG704-PG705-PG706-PG707-PG708-PG709-PG710-PG1630-PG711-PG712-PG713-PG714;PG715-PG716-PG717-PG718-PG1614-PG719-PG720-PG721-PG722-PG723-PG724-PG725-PG1751-PG1628-PG728-PG729-PG1764-PG730-PG731-PG732-PG733-PG734-PG735-PG736-PG737-PG738-PG35-PG739-PG740-PG741-PG742-PG743-PG744-PG1734-PG1733;Lunes a Viernes-05:30-23:40/Domingo y Festivos-05:30-23:30/Sábado-05:30-23:40;Sábado-05:30-23:40/Domingo y Festivos-05:30-23:30/Lunes a Viernes-05:30-23:40
G04;(M) La Cisterna;Santo TomÃ¡s;5;PG204-PG290-PG291-PG292-PG321-PG322-PG814-PG815-PG816-PG817-PG818-PG819-PG820-PG821-PG822-PG823-PG106-PG107-PG108-PG109-PG110-PG824-PG825-PG826-PG827-PG828-PG829-PG830-PG1717-PG832-PE727-PE728-PE729;PE1268-PE1266-PE1288-PE831-PG833-PG834-PG835-PE1354-PE832-PE833-PE834-PE835-PE836-PG1627-PG836-PG837-PG1708-PG839-PG840-PG841-PG842-PG843-PG844-PG845-PG846-PG847-PG848-PG849-PG850-PG323-PG324-PG325-PG326-PG1583;;Domingo y Festivos-05:30-00:40/Lunes a Viernes-05:30-00:40/Sábado-05:30-00:40/Domingo y Festivos-05:30-00:40/Lunes a Viernes-04:00-00:40/Sábado-05:30-00:40
G05;El Castillo;(M) La Cisterna;5;PF947-PG605-PG606-PG607-PG608-PG857-PG858-PG859-PG131-PG1660-PG613-PG614-PG223-PG224-PG257-PG245-PG860-PG861-PG862-PG863-PG864-PG157-PG158-PG233-PG159-PG783-PG865-PG866-PG867-PG868-PG378-PG869-PG870-PG871-PG872-PG873-PG49-PG50-PG51-PG52-PG53-PG54-PG55-PG56-PG57-PG58-PG59-PG60-PG1573-PG212;PG212-PG9-PG10-PG11-PG12-PG13-PG14-PG15-PG16-PG17-PG18-PG19-PG875-PG876-PG877-PG878-PG879-PG880-PG881-PG882-PG883-PG884-PG885-PG886-PG152-PG153-PG1757-PG1756-PG888-PG889-PG890-PG891-PG892-PG893-PG894-PG895-PG590-PG591-PG592-PG1656-PG124-PG125-PG126-PG896-PG897-PG898-PG601-PG602-PG1677-PG603-PG1720-PG1766;Sábado-00:00-23:59/Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59;Domingo y Festivos-00:00-23:59/Sábado-00:00-23:59/Lunes a Viernes-00:00-23:59
G07;San Francisco;Lo Herrera;5;PG150-PG783-PG784-PG785-PG786-PG787-PG788-PG789-PG790-PG791-PG1796-PG793-PG794-PG795-PG796-PG797-PG798-PG799-PG26-PG27-PG28-PG29-PG1638-PG30-PG31-PG32-PG33-PG205-PG206-PG903-PG904-PG905-PG748-PG749-PG906-PG907-PG698-PG699-PG700-PG1763-PG1745-PG702-PG703-PG1768-PG1564-PG1565-PG1567-PG1566-PG1596-PG1597-PG1568-PG1570-PG1571-PG1569-PG1799-PG1572;PG1798-PG1797-PG1652-PG1651-PG1650-PG1644-PG1643-PG1645-PG1646-PG1647-PG1648-PG1649-PG1769-PG1641-PG728-PG729-PG1764-PG730-PG731-PG732-PG914-PG915-PG809-PG810-PG916-PG917-PG918-PG919-PG1640-PG920-PG36-PG37-PG38-PG39-PG40-PG41-PG764-PG765-PG766-PG767-PG768-PG769-PG770-PG771-PG772-PG773-PG774-PG375-PG376-PG775-PG776-PG777-PG778-PG779-PG780-PG781-PG782-PG578;Domingo y Festivos-05:30-23:30/Sábado-05:30-23:40/Lunes a Viernes-05:30-23:40;Sábado-05:30-23:40/Domingo y Festivos-05:30-23:30/Lunes a Viernes-05:30-23:40
G08;PoblaciÃ³n La Selva;(M) La Cisterna;5;PG922-PG923-PG924-PG907-PG1456-PG1455-PB1539-PG1443-PG1442-PG1441-PG927-PG928-PG1770-PG931-PG932-PG933-PG934-PG935-PG207-PG208-PG209-PG210-PG211-PG37-PG38-PG39-PG40-PG41-PG764-PG765-PG766-PG1941-PG939-PG940-PG941-PG371-PG372-PG942-PG943-PG944-PG1289-PG1290-PG949-PG950-PG233-PG159-PG160-PG161-PG162-PG307-PG308-PG309-PG310-PG311-PG313-PG951-PG952-PG953-PG954-PG955-PG850-PG323-PG324-PG325-PG326-PG59-PG60-PG1573;PG204-PG290-PG291-PG292-PG293-PG294-PG957-PG958-PG959-PG960-PG961-PG299-PG300-PG301-PG302-PG303-PG304-PG305-PG306-PG150-PG151-PG152-PG153-PG887-PG962-PG1293-PG1294-PG1295-PG1296-PG967-PG968-PG359-PG360-PG969-PG1376-PG1377-PG1936-PG798-PG799-PG26-PG27-PG28-PG29-PG1638-PG30-PG1608-PG800-PG801-PG974-PG975-PG976-PG977-PG1753-PG978-PG979-PG980-PG981-PG982-PG1776-PG986-PG987-PG1440-PG1582-PG1454-PG1452-PG1453-PG1940-PG914-PG1898-PG1900;Sábado-00:00-23:59/Domingo y Festivos-00:00-23:59/Lunes a Viernes-00:00-23:59;Lunes a Viernes-00:00-23:59/Sábado-00:00-23:59/Domingo y Festivos-00:00-23:59
G08v;Nos;(M) La Cisterna;5;PG1790-PG729-PG1764-PG730-PG731-PG925-PG926-PG927-PG928-PG1904-PG1905-PG1906-PG933-PG934-PG935-PG207-PG208-PG209-PG210-PG211-PG37-PG38-PG39-PG530-PG531-PG533-PG936-PG937-PG938-PG1447-PG1448-PG1371-PG1372-PG374-PG996-PG997-PG998-PG999-PG233-PG159-PG160-PG161-PG162-PG307-PG308-PG309-PG310-PG311-PG313-PG951-PG952-PG953-PG954-PG955-PG850-PG323-PG324-PG325-PG326-PG1583;PG1583-PG290-PG291-PG292-PG293-PG294-PG957-PG958-PG959-PG960-PG961-PG299-PG300-PG301-PG302-PG303-PG304-PG305-PG306-PG150-PG151-PG152-PG153-PG887-PG1000-PG1001-PG1002-PG1439-PG357-PG1004-PG1005-PG1006-PB1532-PB1533-PG1444-PG1445-PG1446-PG972-PG524-PG525-PG973-PG79-PG1638-PG30-PG1608-PG800-PG801-PG974-PG975-PG976-PG977-PG1753-PG978-PG979-PG980-PG981-PG982-PG1907-PG1908-PG986-PG987-PG988-PG989-PG698-PG699-PG700-PG1763-PG1790;Lunes a Viernes-05:30-23:55/Domingo y Festivos-05:30-23:55/Sábado-05:30-23:55;Sábado-05:30-23:55/Domingo y Festivos-05:30-23:55/Lunes a Viernes-05:30-23:55
G09;Lo Blanco;Santa Margarita;5;PG1756-PG1347-PG1348-PG1280-PG1281-PG887-PG962-PG1293-PG1294-PG1295-PG1296-PG1927-PG1926-PG1017-PG1923-PG1921-PG1919-PG1782-PG1781-PG1023-PG1024-PG1025-PG1026-PG1027-PG1937-PG524-PG525-PG526-PG743-PG744-PG745-PG80-PG1029-PG1030-PG1031-PG1032-PG1033-PG1034-PG1035-PG1036-PG1037-PG1038-PG1039-PG1040-PG1041-PG1042-PG1791-PG1043-PG1044-PG1045-PG1046-PG1047-PG1049-PG1703-PG1705-PG1706-PH236;PH237-PG1635-PG1707-PG1704-PG1634-PG1051-PG1053-PG1054-PG1055-PG1056-PG1792-PG1057-PG1058-PG1059-PG1060-PG1061-PG1062-PG1063-PG1064-PG1065-PG1066-PG1067-PG1068-PG1069-PG1070-PG1071-PG78-PG30-PG31-PG38-PG39-PG530-PG526-PG531-PG1938-PG1073-PG1074-PG1075-PG1076-PG368-PG1077-PG1078-PG1920-PG1922-PG1924-PG1925-PG1928-PG1929-PG1289-PG1290-PG949-PG950-PG1756;Lunes a Viernes-05:00-00:30/Sábado-05:00-00:30/Domingo y Festivos-05:00-00:30;Lunes a Viernes-05:00-00:30/Sábado-05:00-00:30/Domingo y Festivos-05:00-00:30
G11;Lo Blanco;(M) Lo Ovalle;5;PG1347-PG1348-PG1185-PG1186-PG1187-PG626-PG627-PG149-PG307-PG308-PG309-PG310-PG311-PG312-PG313-PG1083-PG1084-PG1085-PG334-PG1086-PG1087-PG1088-PG1089-PG1090-PG110-PG1091-PG1092-PG1349-PG1350-PG1351-PG1352-PG1353-PG1354-PG1355-PG197-PG198-PG1772-PG1775-PG1098-PG1099-PG1100-PG1101-PG1102-PG1103-PG1104-PG1105-PG288-PG1106-PH245-PH246-PH247-PH248-PG1674;PG445-PG1-PG279-PG280-PG281-PG282-PG283-PG284-PG285-PG286-PG287-PG1109-PG1110-PG1111-PG1112-PG1113-PG1114-PG1115-PG1116-PG1117-PG1118-PG1119-PG397-PG217-PG218-PG219-PG1624-PG498-PG497-PG1356-PG1357-PG1358-PG1359-PG500-PG1621-PG1623-PG1611-PG836-PG1128-PG100-PG101-PG102-PG103-PG1129-PG1130-PG1131-PG1132-PG301-PG302-PG303-PG304-PG305-PG306-PG163-PG579-PG580-PG1172-PG1670-PG1280-PG1281-PG1761-PG1757-PG1756;Lunes a Viernes-05:30-00:30/Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30;Lunes a Viernes-05:30-00:30/Domingo y Festivos-05:30-00:30/Sábado-05:30-00:30
G12;(M) Lo Ovalle;Cementerio Metropolitano;5;PG1585-PG446-PG447-PG448-PG1592-PG1165-PG451-PG452-PG453-PG1457-PG671-PG672-PG1133-PG1134-PG1135-PG1136-PG1137-PG409-PH288-PH287-PG1138-PG1139-PG1140-PG1141-PG1142-PG1143-PG264;PG1145-PG1146-PG1147-PG1148-PG1149-PG1150-PG1151-PG1152-PG1153-PG1154-PG653-PG1155-PG1156-PG1157-PG1158-PG1159-PG1160-PG1161-PG1162-PG1163-PG271-PG272-PG1164-PG1165-PG1166-PG1167-PG1585;Domingo y Festivos-05:30-23:40/Lunes a Viernes-05:30-23:40/Sábado-05:30-23:40;Lunes a Viernes-05:30-23:40/Sábado-05:30-23:40/Domingo y Festivos-05:30-23:40
G13;(M) La Cisterna;El Castillo;5;PG1583-PG290-PG291-PG292-PG321-PG322-PG814-PG815-PG816-PG817-PG1171-PG1672-PG567-PG568-PG569-PG570-PG571-PG572-PG573-PG574-PG575-PG576-PG577-PG578-PG163-PG579-PG580-PG1172-PG1670-PG236-PG237-PG238-PG239-PG240-PG241-PG242-PG243-PG244-PG895-PG590-PG591-PG592-PG1656-PG596-PG597-PG1174-PG1175-PG900-PG901-PG902-PG1589-PG1766;PG1766-PG1767-PG853-PG854-PG1176-PG1177-PG1179-PG1660-PG613-PG1182-PG1183-PG1184-PG257-PG225-PG1684-PG226-PG227-PG228-PG229-PG230-PG231-PG232-PG1185-PG1186-PG1187-PG626-PG627-PG149-PG628-PG629-PG630-PG631-PG632-PG633-PG634-PG635-PG636-PG637-PG638-PG639-PG1188-PG1189-PG1190-PG1191-PG1192-PG324-PG325-PG326-PG1583;Sábado-05:30-23:55/Domingo y Festivos-05:30-23:55/Lunes a Viernes-05:30-23:55;Domingo y Festivos-05:30-23:55/Lunes a Viernes-05:30-23:55/Sábado-05:30-23:55
G14;Lo Blanco;PoblaciÃ³n Valle Nevado;5;PG793-PG1193-PG1639-PG1194-PG1195-PG1062-PG1063-PG1197-PG1198-PG1199-PG1200-PG1201-PG1202-PG1203-PG1071-PG78-PG30-PG31-PG32-PG690-PG691-PG1204-PG1205-PG1206-PG539-PG1207-PG1208-PG1893-PG1209-PG1210-PG1211-PG1604-PG1603-PG1754-PG1212-PG711-PG712-PG713-PG714;PG715-PG716-PG717-PG718-PG1614-PG719-PG1755-PG1601-PG1600-PG1213-PG1214-PG1602-PG1892-PG1215-PG1216-PG1217-PG366-PG518-PG1218-PG1219-PG1595-PG741-PG742-PG743-PG744-PG745-PG80-PG1221-PG1222-PG1780-PG82-PG1224-PG1225-PG1226-PG85-PG1227-PG1228-PG1229-PG1061-PG1231-PG1232-PG1633-PG1233-PG770;;Sábado-05:30-23:40/Domingo y Festivos-05:30-23:30/Lunes a Viernes-05:30-23:40/Lunes a Viernes-05:30-23:40/Sábado-05:30-23:40/Domingo y Festivos-05:30-23:30
