CODIGO;ENTIDAD;NOMBRE FANTASIA;DIRECCION;COMUNA;HORARIO REFERENCIAL;ESTE;NORTE;LONGITUD;LATITUD
92577;Fullcarga;DISMODA INDEPENDENCIA;AV. INDEPENDENCIA 369;INDEPENDENCIA;;346295;6300164;-70.65404968;-33.427067
92582;Fullcarga;EL LLANO RECOLETA;CALLE JUAREZ 802;RECOLETA;;346598;6300550;-70.64946868;-33.42534974
92583;Fullcarga;LA BUENA CARNE;AV. EL SALTO 2635;RECOLETA;;348393;6302881;-70.63103636;-33.40287041
92584;Fullcarga;ANDRES;COYHAIQUE 1783;RENCA;;339627;6303508;-70.7243831554872;-33.3956522725229
92585;Fullcarga;ALBERTO BRITO MARTINEZ RE;CALLE DARDIGNAC  537;RECOLETA;;346974;6299653;-70.64684051;-33.43177259
92587;Fullcarga;LA MADRID;PASAJE LAVALLEJA BLOCK 21 3625 A;RECOLETA;;346140;6304346;-70.6542425;-33.3890475
92588;Fullcarga;ESTABLEC. LA GELATTA RECO;AV. LOS ZAPADORES 576;RECOLETA;;349159;6303371;-70.64117437;-33.39127621
92618;Fullcarga;ABSA;CALLE GAMERO 1502 B;INDEPENDENCIA;;345886;6300856;-70.65833243;-33.42076335
92619;Fullcarga;BAZAR ARCOIRIS;AV. INDEPENDENCIA 1504;INDEPENDENCIA;;345767;6301681;-70.65870150793651;-33.413026825396834
92622;Fullcarga;LILY LA CISTERNA;CALLE STA. ANSELMA 291;LA CISTERNA;;345278;6288668;-70.66620895833333;-33.53027854166666
92623;Fullcarga;LAS PALMAS;CALLE NVA. DE MATTE 1825;INDEPENDENCIA;;345110;6302100;-70.66569688405795;-33.409147246376804
92624;Fullcarga;PROVISIONES TIARA;AV. DOMINGO STA. MARIA  2542;INDEPENDENCIA;;344039;6301515;-70.67731558951017;-33.41438488240689
92625;Fullcarga;BAZAR KITTY;AV. GERMAN DOMINGUEZ 1096;INDEPENDENCIA;;344312;6301391;-70.67501747;-33.41571486
92626;Fullcarga;EL SOL - INDEPENDENCIA;AV. INDEPENDENCIA 1564;INDEPENDENCIA;;345822;6301774;-70.6587359;-33.41266807
92627;Fullcarga;QUENITA INDEPENDENCIA;CALLE BLANCO FOMBONA 2169;INDEPENDENCIA;;345215;6301538;-70.664707;-33.414584
92628;Fullcarga;GLADYS MUNOZ;CALLE FIDEL MONJE 971;INDEPENDENCIA;;345210;6300907;-70.6654299;-33.42019713
92630;Fullcarga;LOS ARCOS;AV. ELIAS FERNANDEZ ALBANO 587;LA CISTERNA;;346433;6289313;-70.65442551;-33.52491715
92631;Fullcarga;MANOLO;CALLE NVA. DE MATTE 2740;INDEPENDENCIA;;344351;6302104;-70.67385513257577;-33.409002398863635
92633;Fullcarga;ISA INDEPENDENCIA;CALLE PADRE FAUSTINO GAZZIERO 2501;INDEPENDENCIA;;344761;6301812;-70.67026177;-33.41198767
92637;Fullcarga;MINIMARKET NENITA RECOLET;PASAJE PERNAS 1185;RECOLETA;;346052;6305156;-70.65580694;-33.38202303
92639;Fullcarga;JUAN ALARCON;PASAJE CEDRON 5088;RENCA;;339912;6302075;-70.72233606;-33.40890431
92647;Fullcarga;BOTILLERIA SAN ESTEBAN;CALLE JUAN CRISTOBAL 4030;RECOLETA;;346625;6304883;-70.64969712;-33.38456171
92648;Fullcarga;ZEUS RENCA;ZEUS 1190;RENCA;;338193;6302270;-70.740582;-33.406869
92650;Fullcarga;ALI ALE RENCA;CHAPIQUINA 949;RENCA;;338659;6301825;-70.73584924;-33.4109678
92651;Fullcarga;LEAL LA CISTERNA;AV. EL PARRON 0281;LA CISTERNA;;345458;6289213;-70.66417614097969;-33.52538531302271
92652;Fullcarga;PUNTO BIP DONDE JORGE;PASAJE LAGUNAS 935;RENCA;;338424;6301812;-70.73838029;-33.411053
92653;Fullcarga;EL TREBOL - RECOLETA;LORETO 269 3;RECOLETA;;347420;6299788;-70.6418728192041;-33.4305998904279
92654;Fullcarga;PIZZA LOLO RENCA;CALLE FRANCISCO ERRAZURIZ 1465;RENCA;;340664;6302821;-70.71412731;-33.40228494
92655;Fullcarga;BRASIL;BRASIL 998;RENCA;;337613;6303088;-70.74512567;-33.40013022
92659;Fullcarga;CASSETERIA CENTER LA CIST;AV. GRAN AV. JOSE MIGUEL CARRERA 6563 C4;LA CISTERNA;;345856;6290150;-70.65973021161378;-33.51699489417991
92661;Fullcarga;RIDENVAN RENCA;SALAR 6572;RENCA;;338390;6302155;-70.73868246;-33.40795335
92662;Fullcarga;LA ESQUINA - INDEPENDENCIA;INDEPENDENCIA 2998;INDEPENDENCIA;;344868;6303160;-70.66811933333335;-33.399556166666656
92663;Fullcarga;PERCHI DIGITAL CENTER;AV. FERMIN VIVACETA 1230;INDEPENDENCIA;;345328;6301319;-70.664189363401;-33.4165144894848
92673;Fullcarga;RAUL Y XIMENA RECOLETA;CALLE SANTOS DUMONT 458;RECOLETA;;347331;6300686;-70.6428172;-33.42250436
92676;Fullcarga;MINIMARKET MARIO RECOLETA;ARZOBISPO VALDIVIESO 751;RECOLETA;;348688;6301945;-70.62801878;-33.41134319
92679;Fullcarga;DISTRIBUIDORA MARCEL;CALLE ARTESANOS 883;RECOLETA;;346539;6299723;-70.6514816944121;-33.4310600567954
92680;Fullcarga;SANTA ELVIRA RECOLETA;AV. RECOLETA 2841;RECOLETA;;347288;6303125;-70.64269701;-33.40066215
92686;Fullcarga;D LA MARI LA CISTERNA;CALLE VICUNA MACKENNA 1104;LA CISTERNA;;346598;6287132;-70.652798762512;-33.5446284928504
92691;Fullcarga;ERBI - RECOLETA;AV. PERU 845;RECOLETA;;347581;6300605;-70.639892555315;-33.4234321760233
92692;Fullcarga;PATRICIA  ROMO;NUEVA 11 / 01162;LA CISTERNA;;344125;6288678;-70.67861273148148;-33.53002111120372
92693;Fullcarga;ROSA FARIAS;CALLE ROUGET DE LISLE 1046;INDEPENDENCIA;;346268;6301996;-70.65402616;-33.41054545
92697;Fullcarga;DONDE TITO;CALLE BRASIL 9233;LA CISTERNA;;344583;6287576;-70.67463528;-33.54030581
92706;Fullcarga;BAZAR BUENA VENTURA RENCA;PASAJE BUENAVENTURA 1112;RENCA;;339567;6302027;-70.725758;-33.409641
92707;Fullcarga;EL ESFUERZO RENCA;PASAJE VENECIA 4811;RENCA;;340234;6302801;-70.71875411;-33.40240328
92708;Fullcarga;AMALIA RENCA;PASAJE ATENEA 6808;RENCA;;338192;6302259;-70.74079233;-33.4069804
92710;Fullcarga;SAN VALENTIN RENCA;CALLE BARROS ARANA 1795;RENCA;;338455;6303006;-70.73783359;-33.40028634
92711;Fullcarga;EL CHAMACO RENCA;PASAJE PAN 6889;RENCA;;338135;6301921;-70.74146469;-33.41002199
92712;Fullcarga;ALMACEN MAR CRIS RENCA;CALLE CHORRILLOS 1272;RENCA;;338364;6302349;-70.73892822;-33.40620181
92715;Fullcarga;EDUARDO LOPEZ;CALLE ISIDORO ERRAZURIZ 2263;INDEPENDENCIA;;344540;6302589;-70.6722857366893;-33.4050053183989
92721;Fullcarga;LAS MILBES RECOLETA;AV. RECOLETA 628;RECOLETA;;347060;6300451;-70.64577791;-33.42468526
92722;Fullcarga;ANITA RECOLETA;AV. GUANACO 4413;RECOLETA;;345877;6305354;-70.65751606;-33.38020893
92723;Fullcarga;PUNTO MIX RENCA 2;AV. VICUNA MACKENNA 998 02;RENCA;;337618;6301558;-70.745665;-33.406284
92724;Fullcarga;LA ESTRELLITA RENCA;PASAJE HERCULES 941;RENCA;;337789;6301892;-70.74506021;-33.41032457
92725;Fullcarga;DONDE EL CANTA;AV.SANTA MARIA 749 LOC. 3;RECOLETA;;346524;6299635;-70.651537;-33.431885
92726;Fullcarga;PUNTO MIX RENCA;AV. JOSE MIGUEL INFANTE 7594 B;RENCA;;337738;6302393;-70.7454698185584;-33.4058235723753
92727;Fullcarga;JEHOVA YIRE RENCA;CALLE PASAJE UNO 5910;RENCA;;338677;6302772;-70.73472824418;-33.4021407471064
92728;Fullcarga;RENE SANCHEZ;PASAJE JOSE READY 6220;SAN MIGUEL;;345183;6291099;-70.66766894;-33.50855406
92745;Fullcarga;DONDE LA ROSITA;PEDRO FONTOVA 4751;CONCHALI;;344467;6304915;-70.6721258333333;-33.3836766666667
92774;Fullcarga;RSV ENTRETENIMIENTOS EIRL;INDEPENDENCIA 2098;INDEPENDENCIA;;345583;6302344;-70.6605745793505;-33.4071372811426
92776;Fullcarga;LEO;DOCTOR ALFREDO YASIGI 1687;CONCHALI;;344168;6304434;-70.6754144354839;-33.3879678225806
92783;Fullcarga;GABRIEL ALEJANDRO;AV. QUILIN 3101;MACUL;;351257;6293813;-70.6015650544552;-33.4851387846493
92784;Fullcarga;MINIMARKET LOS QUENES;INCAHUASI 751;MAIPU;;336295;6289538;-70.76338132;-33.52134053
92804;Fullcarga;EDUARDO;AV.DOMINGO SANTA MARIA 3558;RENCA;;342423;6302112;-70.69458462378088;-33.40877006918609
92805;Fullcarga;BAZAR LEO;AV. GOYCOLEA 0683;LA CISTERNA;;344510;6287892;-70.67460439716311;-33.5371564893617
92808;Fullcarga;ANA Y LOS SIETE;LA TRAVESIA 8395;PUDAHUEL;;337298;6296764;-70.75063914846645;-33.45609965739805
92815;Fullcarga;VERONICA - SAN BERNARDO;ALFREDO VALENZUELA PUELMA 4779;SAN BERNARDO;;341478;6276294;-70.709913840159;-33.6415940505362
92816;Fullcarga;BAZAR TATAY;CALLE CARELMAPU 14671;SAN BERNARDO;;343924;6281548;-70.68203166249289;-33.59427457434968
92817;Fullcarga;ALBIN FREDDY;EDUARDO ANGUITA 1127;SAN BERNARDO;;344137;6280828;-70.67985732952381;-33.600794890158724
92820;Fullcarga;POZUELO;LOS CONQUISTADORES 2254;PROVIDENCIA;;349954;6301235;-70.61376785714286;-33.4176369047619
92821;Fullcarga;MATIAS - PROVIDENCIA;AV. PROVIDENCIA 597;PROVIDENCIA;;348768;6299398;-70.6268289102564;-33.43403544871795
92823;Fullcarga;D LA ESQUINA;FRANCISCO BILBAO 3659;PROVIDENCIA;;352567;6299587;-70.5859411111111;-33.43286166666667
92824;Fullcarga;RIGOLETTO;PROVIDENCIA 1769;PROVIDENCIA;;349843;6300295;-70.61511369252872;-33.42609745402301
92828;Fullcarga;UNICOM LTDA;AV. PROVIDENCIA 2198 LOCAL 27;PROVIDENCIA;;350310;6300785;-70.6100094805071;-33.4217477343557
92832;Fullcarga;LOS MAQUIS;AV. OBSERVATORIO 1055 A Y B;EL BOSQUE;;345641;6285256;-70.663657;-33.561342
92833;Fullcarga;MAURI EL BOSQUE;CALLE LOS NOGALES 9511;EL BOSQUE;;343958;6287526;-70.681125;-33.540701
92834;Fullcarga;CUATRO HERMANOS EL BOSQUE;CALLE CLAUDIO ARRAU 110 B;EL BOSQUE;;343987;6284898;-70.68152523;-33.56436843
92835;Fullcarga;PACOVI EL BOSQUE;CALLE CLAUDIO ARRAU 326;EL BOSQUE;;344166;6284867;-70.67960176;-33.56466793
92836;Fullcarga;SAN MAURICIO EL BOSQUE;CALLE NVA. PONIENTE 9575;EL BOSQUE;;346403;6286557;-70.65447171322653;-33.549584341996365
92837;Fullcarga;ANA MARIA SILVA DODERO EL;CALLE MACHALI 9725;EL BOSQUE;;344363;6286881;-70.6770749;-33.5464644
92838;Fullcarga;LEONOR CRUCES;AV. LOS MORROS 9857;EL BOSQUE;;344786;6284444;-70.67299934;-33.56857722
92839;Fullcarga;MAKAI EL BOSQUE;CALLE RIO RAPEL 13212;EL BOSQUE;;344902;6283069;-70.67198455;-33.58099142
92840;Fullcarga;DONDE MIS QUERIDOS VIEJOS;AV. OBSERVATORIO 1196;EL BOSQUE;;345703;6285220;-70.6622252114262;-33.5614207425494
92844;Fullcarga;BUCANEROS EL BOSQUE;INDIO GERONIMO 10457;EL BOSQUE;;343191;6286223;-70.68911402782173;-33.55213061609894
92845;Fullcarga;MAGGY EL BOSQUE;CALLE LAS PARCELAS 1754;EL BOSQUE;;345345;6282890;-70.66724475;-33.58266226
92846;Fullcarga;IMPRESIONATE EL BOSQUE;AV. GRAN AV. JOSE MIGUEL CARRERA 9945 B;EL BOSQUE;;344781;6286403;-70.6726735229965;-33.550895138991
92848;Fullcarga;DON BENJA;CACIQUE MAULICAN 10203;EL BOSQUE;;343424;6286398;-70.6872577598117;-33.5508310343472
92850;Fullcarga;EL NEGRITO;VECINAL SUR 1977;EL BOSQUE;;345739;6282960;-70.66299187;-33.58208866
92869;Fullcarga;LO VASQUEZ;JOSE SANTOS OSSA 3872;RECOLETA;;347694;6304246;-70.63756054316573;-33.39029046008301
92871;Fullcarga;ADA INGRID;BAQUEDANO 4227;RENCA;;341271;6302888;-70.70682263888891;-33.40148200396825
92904;Fullcarga;SUPER ALMACEN;BELLAVISTA 419 L 14;RECOLETA;;347056;6299524;-70.6452157964844;-33.432655418749995
92905;Fullcarga;PROVISIONES FERNANDO;GENERAL FREIRE 5318;RENCA;;339248;6302890;-70.72857896479277;-33.4012822164153
92906;Fullcarga;COMERCIAL SEBASTIAN;AV. LAS PARCELAS 8839;PENALOLEN;;357029;6295318;-70.53940504;-33.47224767
92907;Fullcarga;CONY;SANTA FILOMENA 193;RECOLETA;;347376;6299809;-70.64172306666669;-33.43013053333333
92914;Fullcarga;LA FERIA DEL CASSETTE;CALLE EYZAGUIRRE 521;SAN BERNARDO;;342088;6282088;-70.70525262;-33.59294109
92916;Fullcarga;LA PALOMA SN BERNARDO;CALLE PTO. GROSSE 0941;SAN BERNARDO;;343638;6280694;-70.68526052083332;-33.60192375
92920;Fullcarga;EL ARBOLITO PUDAHUEL;MAR DE DRAKE 433;PUDAHUEL;;337868;6296658;-70.7451268571722;-33.4574086889694
92921;Fullcarga;ALMENDRANI SN BERNARDO;VAITEA 12019;SAN BERNARDO;;341745;6285043;-70.705516;-33.563084
92922;Fullcarga;ZEBALLOS PUDAHUEL;AV. LA TRAVESIA 8221D;PUDAHUEL;;337673;6296755;-70.74740569;-33.45680211
92925;Fullcarga;MINIMARKET VICTORIA PUDAH;PASAJE LOS ONAS 630 B;PUDAHUEL;;336951;6297622;-70.75489846;-33.44863157
92926;Fullcarga;SERVICE EXPRESS PUDAHUEL;AV. SAN FRANCISCO 9088;PUDAHUEL;;336162;6299201;-70.76299338;-33.43438873
92928;Fullcarga;FARM ESPOZ - SN. PABLO 8735;CALLE SAN PABLO 8735;PUDAHUEL;;337076;6298139;-70.75353813;-33.44395475
92929;Fullcarga;PAOLA SN BERNARDO;CALLE GUAFO 2182;SAN BERNARDO;;341408;6279449;-70.71027245;-33.61311374
92930;Fullcarga;JOSE MANZO ESCOBAR;PASAJE TONGARIKI 1258;PUDAHUEL;;335127;6299135;-70.7742320255143;-33.434669377491
92931;Fullcarga;D EMILIO SN BERNARDO;CALLE LAS PALMAS DE COCALAN 62;SAN BERNARDO;;342037;6278257;-70.70370051;-33.62395124
92935;Fullcarga;OLGA REGINA MEZA FUENTES;CALLE STA. VICTORIA 1310 3;PUDAHUEL;;336524;6299495;-70.75846602564101;-33.43136544871793
92936;Fullcarga;KATTY SN BERNARDO;CALLE DUCAUD 15156;SAN BERNARDO;;343807;6281079;-70.68383866;-33.59800475
92937;Fullcarga;KARINA PUDAHUEL;CALLE PABLO NERUDA 8935;PUDAHUEL;;337005;6299671;-70.75402211;-33.43013453
92941;Fullcarga;SANDRA SN BERNARDO;CALLE MATEO DE TORO Y ZAMBRANO 129;SAN BERNARDO;;338020;6290974;-70.74454815;-33.50877324
92942;Fullcarga;OLGA ELENA SN BERNARDO;CALLE COLBUN 2197;SAN BERNARDO;;341581;6279303;-70.70843293;-33.61445117
92943;Fullcarga;NELLY SN BERNARDO;AV. LO BLANCO 793;SAN BERNARDO;;344300;6282951;-70.67848979;-33.58196181
92945;Fullcarga;CAROLA SN BERNARDO;CALLE LOS PINOS SUR 1328;SAN BERNARDO;;341719;6283928;-70.70536133333331;-33.57249008333333
92949;Fullcarga;MACROSTORE SN BERNARDO;CALLE FREIRE 564;SAN BERNARDO;;341900;6281544;-70.70459683;-33.59429523
92950;Fullcarga;EL PELONCITO;AV. CALDERON DE LA BARCA 327;SAN BERNARDO;;343428;6282971;-70.687740348028;-33.5814723626649
92951;Fullcarga;DANIELA SN BERNARDO;AV. LO BLANCO 387;SAN BERNARDO;;343646;6283261;-70.68537789;-33.57912973
92952;Fullcarga;GAMERS SN BERNARDO;PASAJE STA. MARTA 105;SAN BERNARDO;;344080;6282882;-70.68011832867431;-33.582380370768185
92953;Fullcarga;LUMAC SN BERNARDO;CALLE MARINA ORTIZ DE GAETE 14689;SAN BERNARDO;;343389;6281784;-70.68857829;-33.592716
92954;Fullcarga;BAZAR MELISSA;AV. EYZAGUIRRE 1086;SAN BERNARDO;;341193;6280762;-70.712128;-33.60134
92956;Fullcarga;PARAISO SAN BERNARDO;PASAJE HAITI 714;SAN BERNARDO;;342502;6283409;-70.6979237775732;-33.5787681191988
92957;Fullcarga;KENA;PEDRO SANCHO DE LA HOZ 13705;SAN BERNARDO;;343680;6282751;-70.6851217580247;-33.5836866938643
92959;Fullcarga;BAZAR BRISA;AV. AMERICA 76;SAN BERNARDO;;341767;6282685;-70.7092963763266;-33.5917693877469
92962;Fullcarga;AQUI REGRESO;PASAJE LAGO TODOS LOS SANTOS 0765;SAN BERNARDO;;341180;6283439;-70.7119353860038;-33.5771759746874
92964;Fullcarga;ALMAC.LOMAS DE LO AGUIRRE;AV. EL CANAL 19591;PUDAHUEL;;328805;6297515;-70.848047;-33.450838
92971;Fullcarga;MINIMARKET FRANEDU;PASAJE SAMOS 682;PUDAHUEL;;336093;6297894;-70.7641542;-33.44601963
92972;Fullcarga;CATHERINNE PUDAHUEL;CALLE SERRANO 1183;PUDAHUEL;;335712;6298931;-70.76730587266208;-33.436437497670184
92973;Fullcarga;ANGELICA PUDAHUEL;PASAJE LOS PAPAGAYOS 7149;PUDAHUEL;;338504;6296585;-70.73892386;-33.4584228
92974;Fullcarga;EL LULO PUDAHUEL;PASAJE ALFA CENTAURO 8599;PUDAHUEL;;336930;6296318;-70.75543977;-33.46035751
92976;Fullcarga;ISABEL PUDAHUEL;ALBIZU CAMPOS 1234;PUDAHUEL;;337782;6299603;-70.74559998;-33.43099949
92977;Fullcarga;INGRID PUDAHUEL;AV. LAS TORRES 34;PUDAHUEL;;339220;6295468;-70.7308206435807;-33.4685114629538
92980;Fullcarga;MINIMARKET HOLLYWOOD;PASAJE SENADO 369;PUDAHUEL;;336979;6296619;-70.75485636;-33.45764323
92981;Fullcarga;DONDE PANCHO PUDAHUEL;AV. LA TRAVESIA 8622;PUDAHUEL;;336960;6296881;-70.7550103;-33.45527809
92983;Fullcarga;MINIMARKET FERNANDITA;CALLE LAGUNA SAN RAFAEL 8382;PUDAHUEL;;337492;6296122;-70.749462;-33.462234
92984;Fullcarga;EL PEQUENO PUDAHUEL;CALLE SAN DANIEL 1204;PUDAHUEL;;337576;6299533;-70.74791469;-33.43146302
92985;Fullcarga;SONIA PUDAHUEL;PASAJE NICANOR MOLINARE 1230;PUDAHUEL;;338041;6299598;-70.74289945;-33.43094773
92987;Fullcarga;YASDANI PUDAHUEL;CALLE EL ABETO 8949 ;PUDAHUEL;;336090;6296785;-70.76438663;-33.45601928
92988;Fullcarga;JANET OPAZO;AV. SAN FRANCISCO 8866 A;PUDAHUEL;;336875;6298986;-70.75554228;-33.43628862
92989;Fullcarga;LA BODEGUITA PUDAHUEL;PASAJE PTO. PIEDRAS 8262;PUDAHUEL;;337576;6295756;-70.7478359571688;-33.465349129787064
92991;Fullcarga;GISELLE PUDAHUEL;CALLE LAS MISIONERAS 9436;PUDAHUEL;;335540;6298004;-70.76990123;-33.44499871
92992;Fullcarga;VIDEO CLUB EL TRANQUE PUD;AV. EL TRANQUE 1217 1;MAIPU;;333281;6286536;-70.7963218309999;-33.5480908399999
92993;Fullcarga;RUFINA PUDAHUEL;CALLE RUFINA CASTILLO 738 ;PUDAHUEL;;336529;6298097;-70.759383;-33.445429
92996;Fullcarga;LA ESQUINA PUDAHUEL;PASAJE HORIZONTE 7374;PUDAHUEL;;338085;6296309;-70.74301973;-33.46061399
92997;Fullcarga;MARCELA PUDAHUEL;CALLE EL ABETO 8936;PUDAHUEL;;336127;6296825;-70.76398713;-33.45566049
92999;Fullcarga;PATRICIA EDULIA VERA GRAC;CALLE FUTRONO 1325;PUDAHUEL;;336869;6299484;-70.75551994;-33.43179742
93000;Fullcarga;ROSA AURORA VEJAR MUNOZ P;CALLE SAN DANIEL 1194;PUDAHUEL;;337563;6299510;-70.74805057;-33.43167562
93001;Fullcarga;MILAGRO PUDAHUEL;AV. LAGUNA SUR 8617 ;PUDAHUEL;;336866;6296408;-70.7561085;-33.45953261
93002;Fullcarga;FARM ARAVIL PROVIDENCIA;AV. 11 DE SEPTIEMBRE 1773 B;PROVIDENCIA;;349940;6300331;-70.61482773;-33.42607666
93004;Fullcarga;LUCHITO PUDAHUEL;PASAJE LOS PAJARITOS 69 B;PUDAHUEL;;339053;6295788;-70.732815;-33.4655
93005;Fullcarga;OPTICA LOS  ALPES;AV. PROVIDENCIA 2169 55;PROVIDENCIA;;350330;6300780;-70.6105608;-33.42208513
93006;Fullcarga;PAULI PUDAHUEL;CALLE MAR DE DRAKE  252;PUDAHUEL;;337734;6296079;-70.74683906;-33.46262787
93009;Fullcarga;CHINITA;AV. PROVIDENCIA 2352;PROVIDENCIA;;350644;6301004;-70.6071037177385;-33.4201392551661
93010;Fullcarga;RENACA EXPLOTE PROVIDENCI;AV. MANUEL MONTT 686 2;PROVIDENCIA;;349765;6299421;-70.61668312;-33.43437847
93011;Fullcarga;DOBLETE;ELIECER PARADA 2044 6;PROVIDENCIA;;352666;6299113;-70.5855364195046;-33.4373560229791
93012;Fullcarga;EL RINCON DE LA SUERTE - C.A;CARLOS ANTUNEZ 1811 B;PROVIDENCIA;;349958;6300349;-70.61463359;-33.42591776
93013;Fullcarga;MANUEL GUILLERMO PROVIDEN;AV. JOSE MANUEL INFANTE 1673;PROVIDENCIA;;349570;6298082;-70.61918033;-33.44630311
93014;Fullcarga;ERIKA MONTECINOS;BELLAVISTA 0862;PROVIDENCIA;;348866;6299969;-70.62567386363635;-33.42890363636364
93015;Fullcarga;MARIA - PROVIDENCIA;CALLE ROMAN DIAZ 1067;PROVIDENCIA;;349478;6298829;-70.6199375639668;-33.4397265449611
93016;Fullcarga;EL AGUILUCHO PROVIDENCIA;EL AGUILUCHO 3566 C;PROVIDENCIA;;351858;6298531;-70.59451988;-33.44259466
93017;Fullcarga;FERRETERIA NUEVA BILBAO;FRANCISCO BILBAO 2401;PROVIDENCIA;;351204;6299095;-70.60068563;-33.43710725
93018;Fullcarga;EL RINCON DE LA SUERTE - NVA. PROV.;NUEVA PROVIDENCIA 1549 17;PROVIDENCIA;;349747;6300169;-70.61681303;-33.42758415
93019;Fullcarga;POLLA LOTERIA LOTO;AV. ELIODORO YANEZ 1992 1;PROVIDENCIA;;350411;6299752;-70.60975562;-33.43137034
93020;Fullcarga;CHOCOLATE PROVIDENCIA;AV. PEDRO DE VALDIVIA 883;PROVIDENCIA;;350417;6299788;-70.6096608391615;-33.431234738582
93021;Fullcarga;TODO SABROSO MARKET PROVI;ELIODORO YANEZ 1102;PROVIDENCIA;;349501;6299494;-70.6195442288379;-33.4335784648341
93022;Fullcarga;BAZAR ENTRES DOS;PUYEHUE 1290;PROVIDENCIA;;349892;6298732;-70.6154392530326;-33.4405153614336
93025;Fullcarga;FRANCISCA ORMENO;MANUEL MONTT 2131;PROVIDENCIA;;350053;6297987;-70.61393326;-33.44726398
93026;Fullcarga;AXEL QUILICURA;CALLE SAN ANDRES 301;QUILICURA;;340797;6309822;-70.7107016666667;-33.3388983333333
93027;Fullcarga;NICOLE QUILICURA;PASAJE ESTERO MAIQUEN 026;QUILICURA;;338262;6307198;-70.7383997368421;-33.36217842105263
93029;Fullcarga;ALICIA QUILICURA;DONA LETICIA 592;QUILICURA;;339453;6307094;-70.72634503;-33.3635771
93030;Fullcarga;BERNARDITA QUILICURA;CALLE RAMON ROSALES 1071;QUILICURA;;339939;6306359;-70.72129821;-33.37034394
93032;Fullcarga;MARISOL;CARAMPANGUE 1313;QUILICURA;;340466;6306510;-70.7155285098852;-33.36910370534
93033;Fullcarga;MARIA ALICIA DIAZ VELOZO;PASAJE GALVARINO 493;QUILICURA;;340385;6306221;-70.71652516;-33.37159632
93035;Fullcarga;REGINA CLEMENCIA ZUNIGA B;CALLE PTO. DE VALPARAISO 730;QUILICURA;;336950;6307475;-70.7524470056497;-33.35948293785311
93037;Fullcarga;QUILLON QUILICURA;PASAJE LOS ASIATICOS 273;QUILICURA;;340274;6307545;-70.71671814814813;-33.35935546296297
93038;Fullcarga;NODELIA QUILICURA;PASAJE MONTE EREBUS 948;QUILICURA;;337611;6308504;-70.74591777;-33.3505927
93039;Fullcarga;NICOLAS QUILICURA;CALLE LOS AMERINDIOS 1082;QUILICURA;;340250;6307577;-70.71772995;-33.35934847
93041;Fullcarga;CONNY QUILICURA;CALLE ESTACION RUNGUE 875;QUILICURA;;337571;6308193;-70.74564640350877;-33.35310271929825
93047;Fullcarga;ALMACEN MIRIAM QUILICURA;VOLCAN VILLARICA 379;QUILICURA;;337306;6306990;-70.7492201152689;-33.36404003066
93048;Fullcarga;EL ZAR QUILICURA;STA. LUISA 521;QUILICURA;;338066;6308690;-70.74023791666667;-33.34870065972223
93050;Fullcarga;MI LUZ QUILICURA;LOS CARPATOS 899;QUILICURA;;337507;6308294;-70.74689958;-33.35257497
93052;Fullcarga;DEYANIRA;RECIFE 1030;QUILICURA;;340167;6307651;-70.71784536363633;-33.35837748484848
93056;Fullcarga;PIMIENTA Y CANELA;LO OVALLE 366 A;QUILICURA;;338717;6308378;-70.73390259;-33.35202345
93062;Fullcarga;NOVASISTEM(8);AV. MANUEL ANTONIO MATTA 532;QUILICURA;;339124;6306840;-70.7292043242967;-33.36551939682539
93071;Fullcarga;CENTROCAR;MANUEL ANTONIO MATTA 1140;QUILICURA;;340129;6306701;-70.71842342424243;-33.36694221212121
93074;Fullcarga;CONIMAX QUILICURA;AV. LO MARCOLETA 0756;QUILICURA;;336641;6307207;-70.75742318;-33.36231768
93077;Fullcarga;SANTA CORINA;LOS TRES ANTONIOS 98;NUNOA;;351070;6297089;-70.6024604420646;-33.455291188517066
93079;Fullcarga;LIBRERIA STUDIO NUNOA;AV. IRARRAZAVAL 3601 L18;NUNOA;;352002;6297119;-70.5931269367401;-33.4554635365965
93081;Fullcarga;BAEZ PIZARRO JUAN Y OTRO;AV. PEDRO DE VALDIVIA 4140;NUNOA;;350823;6296506;-70.60578722;-33.4607078
93087;Fullcarga;SAN JORGE NUNOA;CALLE JOSE BENAVENTE 18;NUNOA;;351592;6297172;-70.59758605;-33.45478535
93088;Fullcarga;BAZAR R Y R QUILICURA;CALLE BRASILIA 437;QUILICURA;;337020;6308088;-70.7515831538182;-33.35408487500106
93089;Fullcarga;PRACC.CL QUILICURA;AV. LO MARCOLETA 95;QUILICURA;;338451;6307663;-70.73703998;-33.35829919
93092;Fullcarga;ALMACEN EL TITO QUILICURA;CALLE PASEO EL PRADO 615;QUILICURA;;339768;6308616;-70.7226608;-33.35004179
93093;Fullcarga;YASNA QUILICURA;PASAJE PTO. FONCK 0628;QUILICURA;;336835;6307346;-70.75369884814815;-33.3606313777778
93094;Fullcarga;M Y M QUILICURA;CALLE LOS CARRERA 2;QUILICURA;;338801;6306982;-70.73340096;-33.36449664
93095;Fullcarga;PATITO QUILICURA;SALAR DEL CARMEN 0435;QUILICURA;;337173;6307812;-70.74998171568627;-33.35648367647059
